stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
0352,158,Pierrat,,47.28265,5.04634,,,0,CTP0352
CTP0352,158,Pierrat,,47.28265,5.04634,,,1,
0353,730,Presles,,47.35592,5.03444,,,0,CTP0353
CTP0353,730,Presles,,47.35592,5.03444,,,1,
0355,1432,Guesde,,47.28516,5.06856,,,0,CTP0355
CTP0355,1432,Guesde,,47.28516,5.06856,,,1,
0356,1623,Chenove Centre,,47.29432,5.00597,,,0,CTP0356
CTP0356,1623,Chenove Centre,,47.29432,5.00597,,,1,
0358,429,Rue du Port,,47.28605,5.04117,,,0,CTP0358
CTP0358,429,Rue du Port,,47.28605,5.04117,,,1,
0359,430,Romelet,,47.28698,5.04001,,,0,CTP0359
CTP0359,430,Romelet,,47.28698,5.04001,,,1,
0361,432,Bertin,,47.29349,5.03755,,,0,CTP0361
CTP0361,432,Bertin,,47.29349,5.03755,,,1,
0373,1323,"L'Ogive",,47.29416,5.12727,,,0,CTP0373
CTP0373,1323,"L'Ogive",,47.29416,5.12727,,,1,
0375,1265,Volnay,,47.31168,5.01482,,,0,CTP0375
CTP0375,1265,Volnay,,47.31168,5.01482,,,1,
0377,969,Terrillon,,47.33577,5.03125,,,0,CTP0377
CTP0377,969,Terrillon,,47.33577,5.03125,,,1,
0378,968,Suisse,,47.33487,5.02445,,,0,CTP0378
CTP0378,968,Suisse,,47.33487,5.02445,,,1,
0380,1383,Pasteur,,47.29525,5.13341,,,0,CTP0380
CTP0380,1383,Pasteur,,47.29525,5.13341,,,1,
0381,1334,Moliere,,47.30225,5.13255,,,0,CTP0381
CTP0381,1334,Moliere,,47.30225,5.13255,,,1,
0382,1063,College Rostand,,47.31685,5.10714,,,0,CTP0382
CTP0382,1063,College Rostand,,47.31685,5.10714,,,1,
0384,1227,Fevret,,47.31566,5.04058,,,0,CTP0384
CTP0384,1227,Fevret,,47.31566,5.04058,,,1,
0386,1359,Pres Potets,,47.35592,5.02692,,,0,CTP0386
CTP0386,1359,Pres Potets,,47.35592,5.02692,,,1,
0387,1187,Cromois,,47.31481,5.11268,,,0,CTP0387
CTP0387,1187,Cromois,,47.31481,5.11268,,,1,
0389,417,St-Martin,,47.33808,5.03602,,,0,CTP0389
CTP0389,417,St-Martin,,47.33808,5.03602,,,1,
0390,36,La Fillotte,,47.34055,5.00493,,,0,CTP0390
CTP0390,36,La Fillotte,,47.34055,5.00493,,,1,
0391,734,Le Suzon,,47.34675,5.03505,,,0,CTP0391
CTP0391,734,Le Suzon,,47.34675,5.03505,,,1,
0392,424,Les Charmes,,47.34552,5.02471,,,0,CTP0392
CTP0392,424,Les Charmes,,47.34552,5.02471,,,1,
0393,1274,Charton,,47.28554,5.02043,,,0,CTP0393
CTP0393,1274,Charton,,47.28554,5.02043,,,1,
0394,767,Grands Clos,,47.36775,5.02024,,,0,CTP0394
CTP0394,767,Grands Clos,,47.36775,5.02024,,,1,
0395,433,La Colombiere,,47.29777,5.03943,,,0,CTP0395
CTP0395,433,La Colombiere,,47.29777,5.03943,,,1,
0396,729,Les Plantes,,47.3642,5.02837,,,0,CTP0396
CTP0396,729,Les Plantes,,47.3642,5.02837,,,1,
0397,43,Neruda,,47.34052,4.98936,,,0,CTP0397
CTP0397,43,Neruda,,47.34052,4.98936,,,1,
0402,58,Visitation,,47.30439,5.11984,,,0,CTP0402
CTP0402,58,Visitation,,47.30439,5.11984,,,1,
0403,291,Stade Poussots,,47.30513,5.06164,,,0,CTP0403
CTP0403,291,Stade Poussots,,47.30513,5.06164,,,1,
0405,307,Cottin,,47.34639,5.01370,,,0,CTP0405
CTP0405,307,Cottin,,47.34639,5.01370,,,1,
0407,305,Confrerie,,47.34311,5.01904,,,0,CTP0407
CTP0407,305,Confrerie,,47.34311,5.01904,,,1,
0408,1010,Cherains,,47.33442,4.98720,,,0,CTP0408
CTP0408,1010,Cherains,,47.33442,4.98720,,,1,
0410,817,Grande Legie,,47.28958,5.10912,,,0,CTP0410
CTP0410,817,Grande Legie,,47.28958,5.10912,,,1,
0412,535,Dallas CRI,,47.33607,5.06210,,,0,CTP0412
CTP0412,535,Dallas CRI,,47.33607,5.06210,,,1,
0413,59,Lycee de Serres,,47.30794,5.11624,,,0,CTP0413
CTP0413,59,Lycee de Serres,,47.30794,5.11624,,,1,
0414,57,Bois du Roy,,47.30341,5.12223,,,0,CTP0414
CTP0414,57,Bois du Roy,,47.30341,5.12223,,,1,
0421,47,Clematites,,47.29994,5.13487,,,0,CTP0421
CTP0421,47,Clematites,,47.29994,5.13487,,,1,
0422,1052,Capucines,,47.30228,5.13993,,,0,CTP0422
CTP0422,1052,Capucines,,47.30228,5.13993,,,1,
0424,893,Perret,,47.30189,5.14280,,,0,CTP0424
CTP0424,893,Perret,,47.30189,5.14280,,,1,
0425,892,Geraniums,,47.29894,5.14369,,,0,CTP0425
CTP0425,892,Geraniums,,47.29894,5.14369,,,1,
0426,891,Artisans,,47.29336,5.14593,,,0,CTP0426
CTP0426,891,Artisans,,47.29336,5.14593,,,1,
0428,1353,Trois Saffres,,47.34716,5.03094,,,0,CTP0428
CTP0428,1353,Trois Saffres,,47.34716,5.03094,,,1,
0431,821,Bassin,,47.29801,5.10302,,,0,CTP0431
CTP0431,821,Bassin,,47.29801,5.10302,,,1,
0432,848,Dorain,,47.2931,5.10512,,,0,CTP0432
CTP0432,848,Dorain,,47.2931,5.10512,,,1,
0433,847,Normand,,47.29162,5.11028,,,0,CTP0433
CTP0433,847,Normand,,47.29162,5.11028,,,1,
0434,816,Le Fort,,47.28819,5.10580,,,0,CTP0434
CTP0434,816,Le Fort,,47.28819,5.10580,,,1,
0435,815,Mimosas,,47.29003,5.10288,,,0,CTP0435
CTP0435,815,Mimosas,,47.29003,5.10288,,,1,
0436,1053,Av. de Tavaux,,47.28774,5.13389,,,0,CTP0436
CTP0436,1053,Av. de Tavaux,,47.28774,5.13389,,,1,
0437,846,Montots,,47.28141,5.10649,,,0,CTP0437
CTP0437,846,Montots,,47.28141,5.10649,,,1,
0438,1054,Excellence 2000,,47.2834,5.13316,,,0,CTP0438
CTP0438,1054,Excellence 2000,,47.2834,5.13316,,,1,
0439,810,Racine,,47.27794,5.11120,,,0,CTP0439
CTP0439,810,Racine,,47.27794,5.11120,,,1,
0440,811,Corneille,,47.2783,5.11318,,,0,CTP0440
CTP0440,811,Corneille,,47.2783,5.11318,,,1,
0441,1313,Changey,,47.35444,4.99332,,,0,CTP0441
CTP0441,1313,Changey,,47.35444,4.99332,,,1,
0444,799,Rue de Dijon,,47.34998,5.00156,,,0,CTP0444
CTP0444,799,Rue de Dijon,,47.34998,5.00156,,,1,
0445,800,Bernard,,47.35125,4.99961,,,0,CTP0445
CTP0445,800,Bernard,,47.35125,4.99961,,,1,
0449,1121,Hauteville Mairie,,47.36413,4.99378,,,0,CTP0449
CTP0449,1121,Hauteville Mairie,,47.36413,4.99378,,,1,
0455,224,Europe,,47.3533,5.04577,,,0,CTP0455
CTP0455,224,Europe,,47.3533,5.04577,,,1,
0456,225,Kellerman,,47.35023,5.04548,,,0,CTP0456
CTP0456,225,Kellerman,,47.35023,5.04548,,,1,
0457,226,Nation,,47.34646,5.04515,,,0,CTP0457
CTP0457,226,Nation,,47.34646,5.04515,,,1,
0458,916,Verniquet,,47.34645,5.04301,,,0,CTP0458
CTP0458,916,Verniquet,,47.34645,5.04301,,,1,
0461,732,Coteaux du Suzon,,47.3507,5.03970,,,0,CTP0461
CTP0461,732,Coteaux du Suzon,,47.3507,5.03970,,,1,
0462,731,Touzet du Vigier,,47.35271,5.03779,,,0,CTP0462
CTP0462,731,Touzet du Vigier,,47.35271,5.03779,,,1,
0466,669,La Vapeur,,47.34555,5.05907,,,0,CTP0466
CTP0466,669,La Vapeur,,47.34555,5.05907,,,1,
0469,1138,Bressey ZA,,47.30808,5.16942,,,0,CTP0469
CTP0469,1138,Bressey ZA,,47.30808,5.16942,,,1,
0470,974,Tire Pesseau,,47.31582,5.00589,,,0,CTP0470
CTP0470,974,Tire Pesseau,,47.31582,5.00589,,,1,
0471,1191,Allende,,47.32136,5.10660,,,0,CTP0471
CTP0471,1191,Allende,,47.32136,5.10660,,,1,
0472,1190,Prevert,,47.32063,5.10910,,,0,CTP0472
CTP0472,1190,Prevert,,47.32063,5.10910,,,1,
0473,1189,Camus,,47.31905,5.10964,,,0,CTP0473
CTP0473,1189,Camus,,47.31905,5.10964,,,1,
0474,783,Cortots,,47.35386,5.02615,,,0,CTP0474
CTP0474,783,Cortots,,47.35386,5.02615,,,1,
0475,426,Ratel,,47.34975,5.02847,,,0,CTP0475
CTP0475,426,Ratel,,47.34975,5.02847,,,1,
0476,427,Belfontaine,,47.3522,5.03036,,,0,CTP0476
CTP0476,427,Belfontaine,,47.3522,5.03036,,,1,
0478,918,Poncelet,,47.34124,5.04196,,,0,CTP0478
CTP0478,918,Poncelet,,47.34124,5.04196,,,1,
0479,1123,Les Collines,,47.36774,4.99096,,,0,CTP0479
CTP0479,1123,Les Collines,,47.36774,4.99096,,,1,
0481,577,Ardennes,,47.3523,5.06762,,,0,CTP0481
CTP0481,577,Ardennes,,47.3523,5.06762,,,1,
0482,822,Complexe Funeraire,,47.30508,5.09272,,,0,CTP0482
CTP0482,822,Complexe Funeraire,,47.30508,5.09272,,,1,
0483,1311,Alisiers,,47.34695,5.00150,,,0,CTP0483
CTP0483,1311,Alisiers,,47.34695,5.00150,,,1,
0486,665,Churchill,,47.35302,5.05343,,,0,CTP0486
CTP0486,665,Churchill,,47.35302,5.05343,,,1,
0487,666,Granville,,47.34999,5.05201,,,0,CTP0487
CTP0487,666,Granville,,47.34999,5.05201,,,1,
0488,667,Marcel Proust,,47.34876,5.05614,,,0,CTP0488
CTP0488,667,Marcel Proust,,47.34876,5.05614,,,1,
0490,463,Petit Ouges,,47.25432,5.08613,,,0,CTP0490
CTP0490,463,Petit Ouges,,47.25432,5.08613,,,1,
0491,464,De Gaulle,,47.2575,5.08263,,,0,CTP0491
CTP0491,464,De Gaulle,,47.2575,5.08263,,,1,
0492,465,Ouges Mairie,,47.26252,5.07512,,,0,CTP0492
CTP0492,465,Ouges Mairie,,47.26252,5.07512,,,1,
0495,466,Tilleul,,47.26363,5.07076,,,0,CTP0495
CTP0495,466,Tilleul,,47.26363,5.07076,,,1,
0496,1037,Ecluse,,47.27912,5.06267,,,0,CTP0496
CTP0496,1037,Ecluse,,47.27912,5.06267,,,1,
0497,1044,Terminal,,47.278,5.06982,,,0,CTP0497
CTP0497,1044,Terminal,,47.278,5.06982,,,1,
0498,1140,La Pringolle,,47.23273,5.06167,,,0,CTP0498
CTP0498,1140,La Pringolle,,47.23273,5.06167,,,1,
0499,1142,Colleys,,47.25736,5.04754,,,0,CTP0499
CTP0499,1142,Colleys,,47.25736,5.04754,,,1,
0502,1034,Perrigny Mairie,,47.26582,5.00686,,,0,CTP0502
CTP0502,1034,Perrigny Mairie,,47.26582,5.00686,,,1,
0503,1033,Tourelle,,47.26708,5.00538,,,0,CTP0503
CTP0503,1033,Tourelle,,47.26708,5.00538,,,1,
0504,1032,Terreau du Moulin,,47.26978,5.00771,,,0,CTP0504
CTP0504,1032,Terreau du Moulin,,47.26978,5.00771,,,1,
0505,1031,Lapostolet,,47.27331,5.00974,,,0,CTP0505
CTP0505,1031,Lapostolet,,47.27331,5.00974,,,1,
0507,1030,Vignery,,47.27279,5.00619,,,0,CTP0507
CTP0507,1030,Vignery,,47.27279,5.00619,,,1,
0508,1029,CAT ESAT,,47.27413,5.00605,,,0,CTP0508
CTP0508,1029,CAT ESAT,,47.27413,5.00605,,,1,
0509,1028,Cap Sud,,47.27829,5.00897,,,0,CTP0509
CTP0509,1028,Cap Sud,,47.27829,5.00897,,,1,
0510,962,Dardelain,,47.27852,5.00989,,,0,CTP0510
CTP0510,962,Dardelain,,47.27852,5.00989,,,1,
0513,1251,Colombier,,47.26967,4.99083,,,0,CTP0513
CTP0513,1251,Colombier,,47.26967,4.99083,,,1,
0514,1250,Mechalot,,47.27183,4.99132,,,0,CTP0514
CTP0514,1250,Mechalot,,47.27183,4.99132,,,1,
0515,1249,St-Vincent,,47.27522,4.99441,,,0,CTP0515
CTP0515,1249,St-Vincent,,47.27522,4.99441,,,1,
0519,923,Limburgerhof,,47.29198,5.01526,,,0,CTP0519
CTP0519,923,Limburgerhof,,47.29198,5.01526,,,1,
0520,922,Ferry,,47.29499,5.01726,,,0,CTP0520
CTP0520,922,Ferry,,47.29499,5.01726,,,1,
0522,925,College Ayme,,47.28035,5.00311,,,0,CTP0522
CTP0522,925,College Ayme,,47.28035,5.00311,,,1,
0523,926,Rameau,,47.27848,5.00023,,,0,CTP0523
CTP0523,926,Rameau,,47.27848,5.00023,,,1,
0531,378,Opaline,,47.33303,5.09056,,,0,CTP0531
CTP0531,378,Opaline,,47.33303,5.09056,,,1,
0532,377,Marie de Bourgogne,,47.33426,5.08884,,,0,CTP0532
CTP0532,377,Marie de Bourgogne,,47.33426,5.08884,,,1,
0533,597,Flandres,,47.35528,5.06530,,,0,CTP0533
CTP0533,597,Flandres,,47.35528,5.06530,,,1,
0534,223,Nations Unies,,47.35484,5.04721,,,0,CTP0534
CTP0534,223,Nations Unies,,47.35484,5.04721,,,1,
0536,1081,Prefecture,,47.32433,5.04189,,,0,CTP0536
CTP0536,1081,Prefecture,,47.32433,5.04189,,,1,
0537,1082,Notre Dame,,47.32294,5.04105,,,0,CTP0537
CTP0537,1082,Notre Dame,,47.32294,5.04105,,,1,
0539,1084,Darcy,,47.323,5.03490,,,0,CTP0539
CTP0539,1084,Darcy,,47.323,5.03490,,,1,
0540,1085,St-Benigne,,47.32149,5.03372,,,0,CTP0540
CTP0540,1085,St-Benigne,,47.32149,5.03372,,,1,
0542,46,Parvis Saint Jean,,47.32017,5.03604,,,0,CTP0542
CTP0542,46,Parvis Saint Jean,,47.32017,5.03604,,,1,
0543,1088,Crebillon,,47.31832,5.03616,,,0,CTP0543
CTP0543,1088,Crebillon,,47.31832,5.03616,,,1,
0544,12194,Berbisey,,47.31762,5.03444,,,0,CTP0544
CTP0544,12194,Berbisey,,47.31762,5.03444,,,1,
0545,1090,Manutention,,47.31692,5.03368,,,0,CTP0545
CTP0545,1090,Manutention,,47.31692,5.03368,,,1,
0546,1091,Tivoli,,47.31667,5.03756,,,0,CTP0546
CTP0546,1091,Tivoli,,47.31667,5.03756,,,1,
0547,1092,Dumay,,47.31841,5.03820,,,0,CTP0547
CTP0547,1092,Dumay,,47.31841,5.03820,,,1,
0548,1093,Cordeliers,,47.31894,5.04034,,,0,CTP0548
CTP0548,1093,Cordeliers,,47.31894,5.04034,,,1,
0551,214,Pole Sante,,47.36201,5.05016,,,0,CTP0551
CTP0551,214,Pole Sante,,47.36201,5.05016,,,1,
0552,1177,Barret,,47.36426,5.04941,,,0,CTP0552
CTP0552,1177,Barret,,47.36426,5.04941,,,1,
0553,1176,Giroud,,47.36485,5.04937,,,0,CTP0553
CTP0553,1176,Giroud,,47.36485,5.04937,,,1,
0554,1175,Valmy,,47.36562,5.04720,,,0,CTP0554
CTP0554,1175,Valmy,,47.36562,5.04720,,,1,
0555,1208,Brossolette,,47.34213,4.99103,,,0,CTP0555
CTP0555,1208,Brossolette,,47.34213,4.99103,,,1,
0557,1205,Milsand,,47.30871,5.03846,,,0,CTP0557
CTP0557,1205,Milsand,,47.30871,5.03846,,,1,
0558,1224,Suquet,,47.31592,5.03291,,,0,CTP0558
CTP0558,1224,Suquet,,47.31592,5.03291,,,1,
0559,1409,Yourcenar,,47.35146,5.05717,,,0,CTP0559
CTP0559,1409,Yourcenar,,47.35146,5.05717,,,1,
0563,164,Sembat,,47.29738,5.02253,,,0,CTP0563
CTP0563,164,Sembat,,47.29738,5.02253,,,1,
0564,1267,St-Jacques,,47.30696,5.02007,,,0,CTP0564
CTP0564,1267,St-Jacques,,47.30696,5.02007,,,1,
0565,1278,Claudel,,47.30654,4.99741,,,0,CTP0565
CTP0565,1278,Claudel,,47.30654,4.99741,,,1,
0566,1279,Divio,,47.30409,4.99804,,,0,CTP0566
CTP0566,1279,Divio,,47.30409,4.99804,,,1,
0567,1298,Verriers,,47.30085,5.03628,,,0,CTP0567
CTP0567,1298,Verriers,,47.30085,5.03628,,,1,
0568,1295,Ateliers APF,,47.28997,5.04885,,,0,CTP0568
CTP0568,1295,Ateliers APF,,47.28997,5.04885,,,1,
0569,1312,Daix Mairie,,47.35245,4.99784,,,0,CTP0569
CTP0569,1312,Daix Mairie,,47.35245,4.99784,,,1,
0570,1397,Chambertin,,47.36697,4.99877,,,0,CTP0570
CTP0570,1397,Chambertin,,47.36697,4.99877,,,1,
0571,1396,La Paisse,,47.36847,4.98799,,,0,CTP0571
CTP0571,1396,La Paisse,,47.36847,4.98799,,,1,
0572,1332,Champs Creux,,47.30072,5.12278,,,0,CTP0572
CTP0572,1332,Champs Creux,,47.30072,5.12278,,,1,
0573,1402,York,,47.33098,5.05905,,,0,CTP0573
CTP0573,1402,York,,47.33098,5.05905,,,1,
0574,1389,Pompon,,47.33348,5.02338,,,0,CTP0574
CTP0574,1389,Pompon,,47.33348,5.02338,,,1,
0575,1650,Quetigny Centre Commercial,,47.31141,5.10482,,,0,CTP0575
CTP0575,1650,Quetigny Centre Commercial,,47.31141,5.10482,,,1,
0576,1639,La Mirandiere,,47.30822,5.10590,,,0,CTP0576
CTP0576,1639,La Mirandiere,,47.30822,5.10590,,,1,
0579,1665,Tirbaude,,47.32886,5.08922,,,0,CTP0579
CTP0579,1665,Tirbaude,,47.32886,5.08922,,,1,
0580,1619,Baudelaire,,47.34877,5.04319,,,0,CTP0580
CTP0580,1619,Baudelaire,,47.34877,5.04319,,,1,
0581,1620,College Malraux,,47.35104,5.03556,,,0,CTP0581
CTP0581,1620,College Malraux,,47.35104,5.03556,,,1,
0582,48,Liberte,,47.32203,5.03853,,,0,CTP0582
CTP0582,48,Liberte,,47.32203,5.03853,,,1,
0583,1625,Piece Leger,,47.27745,5.01550,,,0,CTP0583
CTP0583,1625,Piece Leger,,47.27745,5.01550,,,1,
0584,1621,Monge,,47.31818,5.03088,,,0,CTP0584
CTP0584,1621,Monge,,47.31818,5.03088,,,1,
0585,1635,Vaillant,,47.32966,5.04328,,,0,CTP0585
CTP0585,1635,Vaillant,,47.32966,5.04328,,,1,
0588,1641,Champs aux Metiers,,47.30737,5.09828,,,0,CTP0588
CTP0588,1641,Champs aux Metiers,,47.30737,5.09828,,,1,
0589,1643,Oree du Bois,,47.27628,5.11888,,,0,CTP0589
CTP0589,1643,Oree du Bois,,47.27628,5.11888,,,1,
0590,1642,Neuilly,,47.28002,5.10733,,,0,CTP0590
CTP0590,1642,Neuilly,,47.28002,5.10733,,,1,
0591,111,Seurre,,47.29186,5.13965,,,0,CTP0591
CTP0591,111,Seurre,,47.29186,5.13965,,,1,
0592,1,Petite Fin,,47.34865,5.03096,,,0,CTP0592
CTP0592,1,Petite Fin,,47.34865,5.03096,,,1,
0598,11,Beaux Arts,,47.32225,5.04225,,,0,CTP0598
CTP0598,11,Beaux Arts,,47.32225,5.04225,,,1,
0599,13,Cordeliers,,47.31895,5.04090,,,0,CTP0548
0600,14,Roussin,,47.31999,5.03910,,,0,CTP0600
CTP0600,14,Roussin,,47.31999,5.03910,,,1,
0601,15,Bossuet,,47.32099,5.03728,,,0,CTP0024
0602,49,Forges,,47.32225,5.04017,,,0,CTP0602
CTP0602,49,Forges,,47.32225,5.04017,,,1,
0604,106,Fauconnet,,47.33796,5.03980,,,0,CTP0604
CTP0604,106,Fauconnet,,47.33796,5.03980,,,1,
0605,387,Rente Neuve,,47.32505,4.92091,,,0,CTP0605
CTP0605,387,Rente Neuve,,47.32505,4.92091,,,1,
0607,50,Beaux Arts,,47.32221,5.04210,,,0,CTP0598
0611,179,Piscine olympique,,47.31477,5.08206,,,0,CTP0211
0612,129,A. Patte,,47.27832,4.91864,,,0,CTP0612
CTP0612,129,A. Patte,,47.27832,4.91864,,,1,
0613,143,Les Pins,,47.29461,4.93714,,,0,CTP0613
CTP0613,143,Les Pins,,47.29461,4.93714,,,1,
0614,147,Corcelles les Monts,,47.29533,4.94019,,,0,CTP0614
CTP0614,147,Corcelles les Monts,,47.29533,4.94019,,,1,
0615,157,Combe a la Serpent,,47.3011,4.96074,,,0,CTP0615
CTP0615,157,Combe a la Serpent,,47.3011,4.96074,,,1,
0616,204,Valendons,,47.30186,5.01525,,,0,CTP0616
CTP0616,204,Valendons,,47.30186,5.01525,,,1,
0621,247,Erasme - CHU,,47.31669,5.06887,,,0,CTP0621
CTP0621,247,Erasme - CHU,,47.31669,5.06887,,,1,
0622,357,Saint Vincent de Paul,,47.30328,4.99042,,,0,CTP0622
CTP0622,357,Saint Vincent de Paul,,47.30328,4.99042,,,1,
0623,437,Bourvil,,47.29018,5.12954,,,0,CTP0623
CTP0623,437,Bourvil,,47.29018,5.12954,,,1,
1623,438,Bourvil,,47.28999,5.12930,,,0,CTP0623
0624,434,Trianon,,47.28750,5.12724,,,0,CTP0624
CTP0624,434,Trianon,,47.28750,5.12724,,,1,
1624,439,Trianon,,47.28751,5.12717,,,0,CTP0624
1002,695,Quantin,,47.34084,5.05737,,,0,CTP0002
1003,694,Joffre,,47.34014,5.05341,,,0,CTP0003
1006,691,Giraud,,47.33625,5.05165,,,0,CTP0006
1007,690,Alsace,,47.33491,5.05325,,,0,CTP0007
1008,689,Reims,,47.33318,5.05211,,,0,CTP0008
1021,104,Giono,,47.35218,5.04865,,,0,CTP0021
1030,1286,Verdun,,47.34461,5.03298,,,0,CTP0030
1032,633,Faubourg de Raines,,47.3178,5.02704,,,0,CTP0032
1033,650,Rolin,,47.3157,5.02783,,,0,CTP0033
1035,631,Marillier,,47.31408,5.02018,,,0,CTP0035
1036,630,Diebold,,47.31372,5.01707,,,0,CTP0036
1037,629,Bourroches Eiffel,,47.3133,5.01307,,,0,CTP0037
1038,619,IME Montagne Sainte-Anne,,47.30163,4.99098,,,0,CTP1038
CTP1038,619,IME Montagne Sainte-Anne,,47.30163,4.99098,,,1,
103M,192,Valentin,,47.28789,5.06109,,,0,CTP103M
CTP103M,192,Valentin,,47.28789,5.06109,,,1,
1041,661,"Patte d'Oie",,47.3118,5.00381,,,0,CTP0041
1043,625,Dadolle,,47.30788,4.99956,,,0,CTP0043
1046,621,Sembel,,47.30436,4.99111,,,0,CTP1046
CTP1046,621,Sembel,,47.30436,4.99111,,,1,
1052,1050,la Garande,,47.24314,5.11241,,,0,CTP0052
1053,660,Noblemaire,,47.31122,5.00057,,,0,CTP0053
1056,1049,Silo,,47.24111,5.10465,,,0,CTP0056
1057,162,Cent Ecus,,47.31021,4.99647,,,0,CTP0057
1058,647,Clos Chauveau,,47.31456,5.00093,,,0,CTP0058
1059,646,"Lycee Marcs d'Or",,47.31545,4.99790,,,0,CTP0059
1060,645,Paupion,,47.31628,4.99573,,,0,CTP0060
1061,644,CFA-BTP,,47.31692,4.99179,,,0,CTP0061
1062,643,Saulx Tavannes,,47.31696,4.98925,,,0,CTP0062
1066,1405,Duhamel,,47.28394,5.05656,,,0,CTP1066
CTP1066,1405,Duhamel,,47.28394,5.05656,,,1,
1068,195,Longvic Mairie,,47.28448,5.06294,,,0,CTP0068
1069,194,"Bles d'Or",,47.28584,5.06663,,,0,CTP0069
1070,193,Prevots,,47.28701,5.06306,,,0,CTP1070
CTP1070,193,Prevots,,47.28701,5.06306,,,1,
1074,191,Pommerets,,47.29417,5.05597,,,0,CTP0074
1075,190,Tamaris,,47.29654,5.05387,,,0,CTP0075
1076,189,Bourillot,,47.29817,5.05289,,,0,CTP0076
1077,188,Barbusse,,47.30157,5.05026,,,0,CTP0077
1079,186,Chancenotte,,47.30461,5.04790,,,0,CTP0079
1080,185,Piscine Carrousel,,47.30688,5.04683,,,0,CTP0080
1081,184,Le Notre,,47.31025,5.04541,,,0,CTP0081
1082,183,Princes de Conde,,47.31303,5.04423,,,0,CTP0082
1085,181,Bibliotheque,,47.3191,5.04342,,,0,CTP0085
1089,329,Zipfel,,47.302,5.06632,,,0,CTP0089
1090,1196,Bouhey,,47.2913,5.05862,,,0,CTP0090
1091,327,Le Jolivet,,47.30636,5.05923,,,0,CTP0091
1093,325,Guibaudet,,47.31058,5.05353,,,0,CTP0093
1094,324,Prison,,47.31235,5.05134,,,0,CTP0094
1095,323,De Musset,,47.31421,5.04832,,,0,CTP0095
1099,453,Ravel,,47.30091,5.04044,,,0,CTP0099
1100,452,Chopin,,47.30249,5.04233,,,0,CTP0100
1101,451,Attiret,,47.30397,5.04080,,,0,CTP0101
1102,681,Stearinerie,,47.30412,5.03459,,,0,CTP0102
1105,447,ESPE,,47.31076,5.03881,,,0,CTP0105
1106,446,Bordot,,47.31298,5.04014,,,0,CTP0106
1107,1217,Dumont,,47.3141,5.04122,,,0,CTP0107
1111,363,Montmuzard,,47.32601,5.06604,,,0,CTP0111
1113,831,Parc des sports,,47.32225,5.06578,,,0,CTP0113
1114,361,Doumer,,47.32184,5.06139,,,0,CTP0114
1115,360,Strasbourg,,47.32145,5.05835,,,0,CTP0115
1116,359,SNCF Porte Neuve,,47.32155,5.05526,,,0,CTP0116
1118,1373,Dupuis,,47.32633,5.03820,,,0,CTP0118
1123,12,Theatre,,47.32216,5.04359,,,0,CTP0123
1126,77,Spuller,,47.32603,5.03040,,,0,CTP0126
1127,76,Genois,,47.32933,5.02497,,,0,CTP0127
1128,75,Ziem,,47.33113,5.02184,,,0,CTP0128
1131,725,Petit Bernard,,47.30706,5.03393,,,0,CTP0131
1132,532,Place des Savoirs,,47.3312,5.06773,,,0,CTP0132
1133,533,Seguin,,47.33307,5.06820,,,0,CTP0133
1134,531,Sainte Bernadette,,47.33129,5.06550,,,0,CTP0134
1135,905,"D'Alembert",,47.33133,5.06373,,,0,CTP0135
1136,1229,De Brosses,,47.32425,5.03689,,,0,CTP0136
1137,208,Poincare,,47.32875,5.06013,,,0,CTP1137
CTP1137,208,Poincare,,47.32875,5.06013,,,1,
1138,528,Palais des Congres,,47.32857,5.05412,,,0,CTP0138
1143,267,Corvee,,47.30823,5.02367,,,0,CTP0143
1144,266,Peyvets,,47.3064,5.02253,,,0,CTP0144
1146,264,Billetottes,,47.30206,5.01872,,,0,CTP0146
1147,263,Mairey,,47.30029,5.01664,,,0,CTP0147
1148,262,Gambetta,,47.29807,5.01387,,,0,CTP0148
1149,261,Bazin,,47.29567,5.01171,,,0,CTP0149
1150,260,Thibaut,,47.29286,5.00958,,,0,CTP1150
CTP1150,260,Thibaut,,47.29286,5.00958,,,1,
1152,258,Foussets,,47.28876,5.00622,,,0,CTP0152
1153,257,Curie,,47.28628,5.00381,,,0,CTP0153
1154,256,Bicentenaire,,47.28531,5.00572,,,0,CTP0154
1155,255,Langevin,,47.28435,5.00961,,,0,CTP0155
1156,281,Dom Plancher,,47.34282,5.04501,,,0,CTP0156
1158,279,College Roupnel,,47.33567,5.04428,,,0,CTP0158
1159,278,Drapeau,,47.33307,5.04409,,,0,CTP0159
1160,277,Lavier,,47.33234,5.04399,,,0,CTP0160
1161,1357,Richet,,47.30639,5.01560,,,0,CTP0161
1163,719,Pommard,,47.30791,5.01859,,,0,CTP0163
1164,718,Fyot,,47.30927,5.01613,,,0,CTP0164
1165,664,Roussottes,,47.31228,5.00692,,,0,CTP0165
1169,519,Croix des Valendons,,47.30166,5.00853,,,0,CTP0169
1170,518,Renan,,47.29922,5.00600,,,0,CTP0170
1171,517,College Chapitre,,47.29685,5.00480,,,0,CTP0171
1173,1439,Bouteiller,,47.32655,5.06879,,,0,CTP0173
1174,1071,Champ Prieur,,47.33071,5.09269,,,0,CTP0174
